DepAirportCode,DepSchedDate,DepSchedTime,DepActualDate,DepActualTime,DepStatusCode,DepStatusDesc,ArrivalAirportCode,ArrSchedDate,ArrSchedTime,ArrActualDate,ArrActualTime,ArrStatusCode,ArrStatusDesc,OpAirlineID,OpFlightNumber,AircraftCode,MarkAirlineID,MarkFlightNumber
MUC,2023-07-13,18:00,,18:33,DP,Flight Departed,FRA,2023-07-13,19:00,2023-07-13,19:19,DL,Flight Delayed,LH,117,319,,
MUC,2023-07-13,19:00,,,DL,Flight Delayed,FRA,2023-07-13,20:00,2023-07-13,20:34,DL,Flight Delayed,LH,119,321,,
MUC,2023-07-13,20:00,,20:00,OT,Flight On Time,FRA,2023-07-13,21:00,2023-07-13,21:00,OT,Flight On Time,LH,121,320,,
MUC,2023-07-13,21:00,,21:00,OT,Flight On Time,FRA,2023-07-13,22:00,2023-07-13,22:00,OT,Flight On Time,LH,123,78S,,
FRA,2023-07-13,07:15,,07:30,DP,Flight Departed,MUC,2023-07-13,08:10,2023-07-13,08:21,LD,Flight Landed,LH,094,321,,
FRA,2023-07-13,08:15,,08:35,DP,Flight Departed,MUC,2023-07-13,09:10,2023-07-13,09:23,LD,Flight Landed,LH,096,320,,
FRA,2023-07-13,09:15,,09:18,DP,Flight Departed,MUC,2023-07-13,10:10,2023-07-13,10:10,LD,Flight Landed,LH,098,320,,
FRA,2023-07-13,10:15,,10:47,DP,Flight Departed,MUC,2023-07-13,11:10,2023-07-13,11:39,LD,Flight Landed,LH,100,32M,,
FRA,2023-07-13,12:15,,12:29,DP,Flight Departed,MUC,2023-07-13,13:10,2023-07-13,13:21,LD,Flight Landed,LH,104,32A,,
FRA,2023-07-13,13:15,,14:07,DP,Flight Departed,MUC,2023-07-13,14:10,2023-07-13,15:08,LD,Flight Landed,LH,106,32A,,
FRA,2023-07-13,15:15,,15:19,DP,Flight Departed,MUC,2023-07-13,16:10,2023-07-13,16:10,LD,Flight Landed,LH,110,321,,
FRA,2023-07-13,16:15,,17:09,DP,Flight Departed,MUC,2023-07-13,17:10,2023-07-13,17:48,LD,Flight Landed,LH,112,319,,
FRA,2023-07-13,17:15,,18:24,DP,Flight Departed,MUC,2023-07-13,18:10,2023-07-13,19:15,DL,Flight Delayed,LH,114,321,,
FRA,2023-07-13,18:15,,18:18,DP,Flight Departed,MUC,2023-07-13,19:10,2023-07-13,19:09,OT,Flight On Time,LH,116,320,,
FRA,2023-07-13,19:15,,,DL,Flight Delayed,MUC,2023-07-13,20:10,2023-07-13,21:08,DL,Flight Delayed,LH,118,78S,,
FRA,2023-07-13,20:15,,20:15,OT,Flight On Time,MUC,2023-07-13,21:10,2023-07-13,21:10,OT,Flight On Time,LH,120,321,,
FRA,2023-07-13,21:15,,21:15,OT,Flight On Time,MUC,2023-07-13,22:10,2023-07-13,22:10,OT,Flight On Time,LH,122,319,,
FRA,2023-07-13,07:00,,07:00,DP,Flight Departed,STR,2023-07-13,07:40,2023-07-13,07:37,LD,Flight Landed,LH,126,319,,
FRA,2023-07-13,09:25,,09:29,DP,Flight Departed,STR,2023-07-13,10:05,2023-07-13,10:11,LD,Flight Landed,LH,128,319,,
FRA,2023-07-13,13:20,,13:53,DP,Flight Departed,STR,2023-07-13,14:00,2023-07-13,14:36,LD,Flight Landed,LH,130,319,,
FRA,2023-07-13,17:15,,18:11,DP,Flight Departed,STR,2023-07-13,17:55,2023-07-13,18:49,LD,Flight Landed,LH,132,319,,
FRA,2023-07-13,22:15,,22:15,OT,Flight On Time,STR,2023-07-13,22:55,2023-07-13,22:55,OT,Flight On Time,LH,136,319,,
STR,2023-07-13,08:20,,08:19,DP,Flight Departed,FRA,2023-07-13,09:10,2023-07-13,08:57,LD,Flight Landed,LH,131,319,,
STR,2023-07-13,10:45,,10:47,DP,Flight Departed,FRA,2023-07-13,11:35,2023-07-13,11:29,LD,Flight Landed,LH,133,319,,
STR,2023-07-13,14:45,,15:23,DP,Flight Departed,FRA,2023-07-13,15:35,2023-07-13,16:01,LD,Flight Landed,LH,135,319,,
STR,2023-07-13,18:35,,,DL,Flight Delayed,FRA,2023-07-13,19:25,2023-07-13,20:00,DL,Flight Delayed,LH,137,319,,
FRA,2023-07-13,07:10,,07:08,DP,Flight Departed,NUE,2023-07-13,07:50,2023-07-13,07:56,LD,Flight Landed,CL,140,E90,,
FRA,2023-07-13,10:00,,10:12,DP,Flight Departed,NUE,2023-07-13,10:40,2023-07-13,10:45,LD,Flight Landed,CL,142,CR9,,
FRA,2023-07-13,13:15,,14:10,DP,Flight Departed,NUE,2023-07-13,14:00,2023-07-13,14:59,LD,Flight Landed,LH,144,319,,
FRA,2023-07-13,22:15,,22:15,OT,Flight On Time,NUE,2023-07-13,22:55,2023-07-13,22:55,OT,Flight On Time,LH,150,319,,
NUE,2023-07-13,06:00,,05:55,DP,Flight Departed,FRA,2023-07-13,06:45,2023-07-13,06:44,LD,Flight Landed,LH,143,32N,,
NUE,2023-07-13,08:30,,08:25,DP,Flight Departed,FRA,2023-07-13,09:15,2023-07-13,09:03,LD,Flight Landed,CL,145,E90,,
NUE,2023-07-13,11:15,,11:20,DP,Flight Departed,FRA,2023-07-13,12:00,2023-07-13,12:00,LD,Flight Landed,CL,147,CR9,,
NUE,2023-07-13,14:35,,15:34,DP,Flight Departed,FRA,2023-07-13,15:20,2023-07-13,16:17,LD,Flight Landed,LH,149,319,,
FRA,2023-07-13,07:00,,06:55,DP,Flight Departed,LEJ,2023-07-13,07:55,2023-07-13,07:38,LD,Flight Landed,LH,154,319,,
FRA,2023-07-13,08:55,,08:55,DP,Flight Departed,LEJ,2023-07-13,09:50,2023-07-13,09:48,LD,Flight Landed,CL,156,E90,,
FRA,2023-07-13,17:05,,17:09,DP,Flight Departed,LEJ,2023-07-13,18:00,2023-07-13,17:55,LD,Flight Landed,LH,160,319,,
FRA,2023-07-13,22:15,,22:15,OT,Flight On Time,LEJ,2023-07-13,23:10,2023-07-13,23:10,OT,Flight On Time,CL,164,E90,,
LEJ,2023-07-13,06:05,,05:59,DP,Flight Departed,FRA,2023-07-13,07:05,2023-07-13,06:56,LD,Flight Landed,CL,157,E90,,
LEJ,2023-07-13,08:40,,08:30,DP,Flight Departed,FRA,2023-07-13,09:40,2023-07-13,09:28,LD,Flight Landed,LH,159,319,,
LEJ,2023-07-13,10:25,,10:22,DP,Flight Departed,FRA,2023-07-13,11:25,2023-07-13,11:18,LD,Flight Landed,CL,161,E90,,
LEJ,2023-07-13,18:45,,18:42,DP,Flight Departed,FRA,2023-07-13,19:45,2023-07-13,19:30,FE,Flight Early,LH,165,319,,
FRA,2023-07-13,07:00,,07:10,DP,Flight Departed,DRS,2023-07-13,07:55,2023-07-13,08:07,LD,Flight Landed,LH,204,320,,
FRA,2023-07-13,09:15,,09:16,DP,Flight Departed,DRS,2023-07-13,10:10,2023-07-13,10:06,LD,Flight Landed,CL,206,CR9,,
FRA,2023-07-13,13:45,,13:46,DP,Flight Departed,DRS,2023-07-13,14:40,2023-07-13,14:50,LD,Flight Landed,LH,210,319,,
FRA,2023-07-13,17:00,,18:39,DP,Flight Departed,DRS,2023-07-13,17:55,2023-07-13,19:39,DL,Flight Delayed,EN,8700,E90,,
DRS,2023-07-13,06:05,,06:04,DP,Flight Departed,FRA,2023-07-13,07:10,2023-07-13,07:03,LD,Flight Landed,LH,207,319,,
DRS,2023-07-13,08:45,,08:42,DP,Flight Departed,FRA,2023-07-13,09:50,2023-07-13,09:42,LD,Flight Landed,LH,209,320,,
DRS,2023-07-13,10:45,,10:40,DP,Flight Departed,FRA,2023-07-13,11:50,2023-07-13,11:42,LD,Flight Landed,CL,211,CR9,,
DRS,2023-07-13,15:20,,15:28,DP,Flight Departed,FRA,2023-07-13,16:25,2023-07-13,16:28,LD,Flight Landed,LH,215,319,,
DRS,2023-07-13,18:30,,,DL,Flight Delayed,FRA,2023-07-13,19:35,2023-07-13,20:38,DL,Flight Delayed,EN,8701,E90,,
FRA,2023-07-13,07:30,,07:40,DP,Flight Departed,FCO,2023-07-13,09:20,2023-07-13,09:30,LD,Flight Landed,LH,230,32N,,
FRA,2023-07-13,10:45,,11:24,DP,Flight Departed,FCO,2023-07-13,12:35,2023-07-13,13:08,LD,Flight Landed,LH,232,321,,
FRA,2023-07-13,12:05,,12:38,DP,Flight Departed,FCO,2023-07-13,13:55,2023-07-13,14:25,LD,Flight Landed,LH,234,32M,,
FRA,2023-07-13,15:55,,16:23,DP,Flight Departed,FCO,2023-07-13,17:45,2023-07-13,18:07,LD,Flight Landed,LH,236,32A,,
FRA,2023-07-13,16:45,,18:00,DP,Flight Departed,FCO,2023-07-13,18:35,2023-07-13,19:43,DL,Flight Delayed,LH,238,32A,,
FRA,2023-07-13,21:40,,21:40,OT,Flight On Time,FCO,2023-07-13,23:30,2023-07-13,23:30,OT,Flight On Time,LH,242,32A,,
FCO,2023-07-13,07:00,,07:22,DP,Flight Departed,FRA,2023-07-13,09:00,2023-07-13,09:11,LD,Flight Landed,LH,243,32A,,
FCO,2023-07-13,10:10,,10:25,DP,Flight Departed,FRA,2023-07-13,12:05,2023-07-13,12:14,LD,Flight Landed,LH,231,32N,,
FCO,2023-07-13,13:25,,14:07,DP,Flight Departed,FRA,2023-07-13,15:20,2023-07-13,15:58,LD,Flight Landed,LH,233,321,,
FCO,2023-07-13,14:55,,15:19,DP,Flight Departed,FRA,2023-07-13,16:50,2023-07-13,17:06,LD,Flight Landed,LH,235,32M,,
FCO,2023-07-13,18:30,,,DL,Flight Delayed,FRA,2023-07-13,20:25,2023-07-13,20:36,OT,Flight On Time,LH,237,32A,,
FCO,2023-07-13,19:25,,,DL,Flight Delayed,FRA,2023-07-13,21:20,2023-07-13,22:16,DL,Flight Delayed,LH,239,32A,,
FRA,2023-07-13,07:05,,07:06,DP,Flight Departed,MXP,2023-07-13,08:15,2023-07-13,08:08,LD,Flight Landed,LH,246,319,,
FRA,2023-07-13,09:15,,09:15,DP,Flight Departed,MXP,2023-07-13,10:25,2023-07-13,10:32,LD,Flight Landed,LH,248,319,,
FRA,2023-07-13,12:45,,13:18,DP,Flight Departed,MXP,2023-07-13,14:00,2023-07-13,14:20,LD,Flight Landed,LH,252,319,,
FRA,2023-07-13,16:45,,17:20,DP,Flight Departed,MXP,2023-07-13,17:55,2023-07-13,18:24,LD,Flight Landed,LH,254,320,,
FRA,2023-07-13,17:30,,17:41,DP,Flight Departed,MXP,2023-07-13,18:40,2023-07-13,18:43,LD,Flight Landed,LH,256,319,,
MXP,2023-07-13,06:20,,06:28,DP,Flight Departed,FRA,2023-07-13,07:40,2023-07-13,07:36,LD,Flight Landed,LH,259,32A,,
MXP,2023-07-13,09:05,,09:02,DP,Flight Departed,FRA,2023-07-13,10:25,2023-07-13,10:11,LD,Flight Landed,LH,247,319,,
MXP,2023-07-13,11:05,,11:12,DP,Flight Departed,FRA,2023-07-13,12:25,2023-07-13,12:20,LD,Flight Landed,LH,249,319,,
MXP,2023-07-13,14:40,,15:09,DP,Flight Departed,FRA,2023-07-13,16:00,2023-07-13,16:10,LD,Flight Landed,LH,253,319,,
MXP,2023-07-13,18:45,,,DL,Flight Delayed,FRA,2023-07-13,20:05,2023-07-13,20:15,OT,Flight On Time,LH,255,320,,
MXP,2023-07-13,19:25,,19:25,OT,Flight On Time,FRA,2023-07-13,20:45,2023-07-13,20:45,OT,Flight On Time,LH,257,319,,
FRA,2023-07-13,12:20,,12:35,DP,Flight Departed,TRN,2023-07-13,13:35,2023-07-13,13:49,LD,Flight Landed,EN,8844,E90,,
FRA,2023-07-13,17:00,,17:26,DP,Flight Departed,TRN,2023-07-13,18:15,2023-07-13,18:41,LD,Flight Landed,EN,8848,E95,,
FRA,2023-07-13,08:35,,08:38,DP,Flight Departed,LYS,2023-07-13,09:50,2023-07-13,09:50,LD,Flight Landed,LH,1074,32A,,
FRA,2023-07-13,12:45,,12:49,DP,Flight Departed,LYS,2023-07-13,14:00,2023-07-13,14:12,LD,Flight Landed,LH,1076,320,,
FRA,2023-07-13,17:00,,17:23,DP,Flight Departed,LYS,2023-07-13,18:15,2023-07-13,18:27,LD,Flight Landed,LH,1078,319,,
FRA,2023-07-13,20:50,,20:50,OT,Flight On Time,LYS,2023-07-13,22:05,2023-07-13,22:05,OT,Flight On Time,LH,1082,320,,
FRA,2023-07-13,08:45,,08:48,DP,Flight Departed,LIN,2023-07-13,09:55,2023-07-13,09:58,LD,Flight Landed,LH,270,319,,
FRA,2023-07-13,10:45,,11:01,DP,Flight Departed,LIN,2023-07-13,12:00,2023-07-13,12:06,LD,Flight Landed,CL,272,E90,,
FRA,2023-07-13,13:25,,13:34,DP,Flight Departed,LIN,2023-07-13,14:40,2023-07-13,14:55,LD,Flight Landed,LH,280,319,,
FRA,2023-07-13,16:20,,16:56,DP,Flight Departed,LIN,2023-07-13,17:30,2023-07-13,17:55,LD,Flight Landed,LH,274,319,,
FRA,2023-07-13,17:10,,,NO,No Status,LIN,2023-07-13,18:20,,,NO,No Status,EN,8802,E95,,
FRA,2023-07-13,21:00,,21:00,OT,Flight On Time,LIN,2023-07-13,22:10,2023-07-13,22:10,OT,Flight On Time,LH,278,320,,
LIN,2023-07-13,07:15,,07:13,DP,Flight Departed,FRA,2023-07-13,08:30,2023-07-13,08:22,LD,Flight Landed,LH,279,319,,
LIN,2023-07-13,10:40,,10:42,DP,Flight Departed,FRA,2023-07-13,11:55,2023-07-13,11:56,LD,Flight Landed,LH,271,319,,
LIN,2023-07-13,12:40,,12:47,DP,Flight Departed,FRA,2023-07-13,13:55,2023-07-13,14:07,LD,Flight Landed,CL,273,E90,,
LIN,2023-07-13,15:20,,15:30,DP,Flight Departed,FRA,2023-07-13,16:35,2023-07-13,16:44,LD,Flight Landed,LH,281,319,,
LIN,2023-07-13,18:10,,,DL,Flight Delayed,FRA,2023-07-13,19:25,2023-07-13,19:38,OT,Flight On Time,LH,275,319,,
LIN,2023-07-13,19:20,,,NO,No Status,FRA,2023-07-13,20:35,,,NO,No Status,EN,8803,E95,,
FRA,2023-07-13,08:55,,09:02,DP,Flight Departed,BLQ,2023-07-13,10:15,2023-07-13,10:17,LD,Flight Landed,LH,282,32A,,
FRA,2023-07-13,16:10,,16:40,DP,Flight Departed,BLQ,2023-07-13,17:30,2023-07-13,17:59,LD,Flight Landed,LH,288,319,,
FRA,2023-07-13,22:05,,22:05,OT,Flight On Time,BLQ,2023-07-13,23:25,2023-07-13,23:25,OT,Flight On Time,LH,290,32A,,
BLQ,2023-07-13,06:15,,06:21,DP,Flight Departed,FRA,2023-07-13,07:55,2023-07-13,07:41,LD,Flight Landed,LH,291,320,,
BLQ,2023-07-13,11:00,,11:10,DP,Flight Departed,FRA,2023-07-13,12:30,2023-07-13,12:33,LD,Flight Landed,LH,283,32A,,
BLQ,2023-07-13,18:20,,18:52,DP,Flight Departed,FRA,2023-07-13,19:50,2023-07-13,20:15,DL,Flight Delayed,LH,289,319,,
FRA,2023-07-13,10:05,,10:12,DP,Flight Departed,NAP,2023-07-13,12:05,2023-07-13,12:23,LD,Flight Landed,LH,334,32M,,
FRA,2023-07-13,16:05,,16:13,DP,Flight Departed,NAP,2023-07-13,18:05,2023-07-13,18:19,LD,Flight Landed,LH,322,32N,,
FRA,2023-07-13,20:40,,20:40,OT,Flight On Time,NAP,2023-07-13,22:40,2023-07-13,22:40,OT,Flight On Time,LH,336,320,,
NAP,2023-07-13,13:00,,13:24,DP,Flight Departed,FRA,2023-07-13,15:05,2023-07-13,15:33,LD,Flight Landed,LH,335,32M,,
NAP,2023-07-13,18:50,,18:55,OT,Flight On Time,FRA,2023-07-13,20:55,2023-07-13,20:59,OT,Flight On Time,LH,323,32N,,
FRA,2023-07-13,08:45,,09:10,DP,Flight Departed,VCE,2023-07-13,10:00,2023-07-13,10:21,LD,Flight Landed,LH,324,321,,
FRA,2023-07-13,16:25,,17:05,DP,Flight Departed,VCE,2023-07-13,17:40,2023-07-13,18:17,LD,Flight Landed,LH,328,320,,
FRA,2023-07-13,21:00,,21:00,OT,Flight On Time,VCE,2023-07-13,22:15,2023-07-13,22:15,OT,Flight On Time,LH,332,320,,
VCE,2023-07-13,10:45,,11:11,DP,Flight Departed,FRA,2023-07-13,12:10,2023-07-13,12:37,LD,Flight Landed,LH,325,321,,
VCE,2023-07-13,18:20,,,DL,Flight Delayed,FRA,2023-07-13,19:45,2023-07-13,20:14,DL,Flight Delayed,LH,329,320,,
BRE,2023-07-13,06:15,,06:11,DP,Flight Departed,FRA,2023-07-13,07:15,2023-07-13,07:06,LD,Flight Landed,LH,351,319,,
BRE,2023-07-13,08:20,,08:13,DP,Flight Departed,FRA,2023-07-13,09:20,2023-07-13,09:09,LD,Flight Landed,CL,353,CR9,,
BRE,2023-07-13,11:25,,11:31,DP,Flight Departed,FRA,2023-07-13,12:25,2023-07-13,12:31,LD,Flight Landed,CL,355,E90,,
BRE,2023-07-13,14:30,,15:16,DP,Flight Departed,FRA,2023-07-13,15:30,2023-07-13,16:08,LD,Flight Landed,LH,357,319,,
BRE,2023-07-13,18:30,,18:49,DP,Flight Departed,FRA,2023-07-13,19:30,2023-07-13,19:34,OT,Flight On Time,LH,359,319,,
FRA,2023-07-13,09:25,,09:36,DP,Flight Departed,FDH,2023-07-13,10:10,2023-07-13,10:27,LD,Flight Landed,CL,370,CR9,,
FRA,2023-07-13,13:15,,13:51,DP,Flight Departed,FDH,2023-07-13,14:00,2023-07-13,14:35,LD,Flight Landed,CL,372,CR9,,
FRA,2023-07-13,17:05,,17:12,DP,Flight Departed,FDH,2023-07-13,17:50,2023-07-13,17:53,LD,Flight Landed,CL,374,CR9,,
FRA,2023-07-13,21:00,,21:00,OT,Flight On Time,FDH,2023-07-13,21:45,2023-07-13,21:45,OT,Flight On Time,CL,376,CR9,,
FDH,2023-07-13,06:05,,06:05,DP,Flight Departed,FRA,2023-07-13,06:55,2023-07-13,06:52,LD,Flight Landed,CL,371,CR9,,
FDH,2023-07-13,10:45,,11:07,DP,Flight Departed,FRA,2023-07-13,11:35,2023-07-13,11:56,LD,Flight Landed,CL,373,CR9,,
FDH,2023-07-13,14:35,,15:05,DP,Flight Departed,FRA,2023-07-13,15:25,2023-07-13,15:50,LD,Flight Landed,CL,375,CR9,,
FDH,2023-07-13,18:25,,18:25,DP,Flight Departed,FRA,2023-07-13,19:15,2023-07-13,19:11,OT,Flight On Time,CL,377,CR9,,
FRA,2023-07-13,06:55,,06:55,DP,Flight Departed,LUX,2023-07-13,07:35,2023-07-13,07:34,LD,Flight Landed,CL,390,CR9,,
FRA,2023-07-13,09:55,,10:04,DP,Flight Departed,LUX,2023-07-13,10:35,2023-07-13,10:53,LD,Flight Landed,EN,8750,E90,,
FRA,2023-07-13,17:20,,17:39,DP,Flight Departed,LUX,2023-07-13,18:00,2023-07-13,18:20,LD,Flight Landed,CL,396,CR9,,
FRA,2023-07-13,22:10,,22:10,OT,Flight On Time,LUX,2023-07-13,22:50,2023-07-13,22:50,OT,Flight On Time,CL,398,E90,,
LUX,2023-07-13,06:20,,06:17,DP,Flight Departed,FRA,2023-07-13,07:10,2023-07-13,07:02,LD,Flight Landed,CL,399,E90,,
LUX,2023-07-13,08:30,,08:36,DP,Flight Departed,FRA,2023-07-13,09:20,2023-07-13,09:26,LD,Flight Landed,CL,391,CR9,,
LUX,2023-07-13,11:10,,11:35,DP,Flight Departed,FRA,2023-07-13,12:00,2023-07-13,12:31,LD,Flight Landed,EN,8751,E90,,
LUX,2023-07-13,18:45,,18:45,OT,Flight On Time,FRA,2023-07-13,19:35,2023-07-13,19:35,OT,Flight On Time,CL,397,CR9,,
FRA,2023-07-13,11:00,,11:03,DP,Flight Departed,JFK,2023-07-13,13:45,2023-07-13,13:15,FE,Flight Early,LH,400,346,,
FRA,2023-07-13,17:10,,17:33,DP,Flight Departed,JFK,2023-07-13,20:05,2023-07-13,19:51,OT,Flight On Time,LH,404,343,,
JFK,2023-07-13,15:55,,15:55,OT,Flight On Time,FRA,2023-07-14,05:40,2023-07-14,05:40,OT,Flight On Time,LH,401,346,,
JFK,2023-07-13,21:50,,21:50,OT,Flight On Time,FRA,2023-07-14,11:45,2023-07-14,11:45,OT,Flight On Time,LH,405,343,,
FRA,2023-07-13,10:30,,10:55,DP,Flight Departed,IAD,2023-07-13,13:35,2023-07-13,13:34,OT,Flight On Time,LH,416,333,,
FRA,2023-07-13,13:10,,13:26,DP,Flight Departed,IAD,2023-07-13,15:55,2023-07-13,15:48,OT,Flight On Time,LH,418,74H,,
FRA,2023-07-13,13:25,,13:57,DP,Flight Departed,BOS,2023-07-13,16:05,2023-07-13,15:53,OT,Flight On Time,LH,422,333,,
FRA,2023-07-13,17:35,,17:43,DP,Flight Departed,BOS,2023-07-13,20:15,2023-07-13,19:48,FE,Flight Early,LH,420,343,,
IAD,2023-07-13,15:20,,,DL,Flight Delayed,FRA,2023-07-14,05:30,2023-07-15,04:04,DL,Flight Delayed,LH,417,333,,
IAD,2023-07-13,18:10,,18:10,OT,Flight On Time,FRA,2023-07-14,08:05,2023-07-14,08:05,OT,Flight On Time,LH,419,74H,,
BOS,2023-07-13,18:00,,18:00,OT,Flight On Time,FRA,2023-07-14,07:15,2023-07-14,07:15,OT,Flight On Time,LH,423,333,,
BOS,2023-07-13,22:00,,22:00,OT,Flight On Time,FRA,2023-07-14,11:15,2023-07-14,11:15,OT,Flight On Time,LH,421,343,,
FRA,2023-07-13,10:45,,11:15,DP,Flight Departed,ORD,2023-07-13,13:00,2023-07-13,13:26,DL,Flight Delayed,LH,430,74H,,
FRA,2023-07-13,17:20,,17:53,DP,Flight Departed,ORD,2023-07-13,20:00,2023-07-13,20:25,DL,Flight Delayed,LH,432,343,,
ORD,2023-07-13,16:00,,16:00,OT,Flight On Time,FRA,2023-07-14,07:20,2023-07-14,07:20,OT,Flight On Time,LH,431,74H,,
ORD,2023-07-13,22:30,,22:30,OT,Flight On Time,FRA,2023-07-14,14:10,2023-07-14,14:10,OT,Flight On Time,LH,433,343,,
MUC,2023-07-13,09:25,,10:00,DP,Flight Departed,ORD,2023-07-13,11:55,2023-07-13,12:19,DL,Flight Delayed,LH,436,359,,
MUC,2023-07-13,15:25,,15:57,DP,Flight Departed,ORD,2023-07-13,18:15,2023-07-13,18:34,DL,Flight Delayed,LH,434,346,,
ORD,2023-07-13,15:45,,15:45,OT,Flight On Time,MUC,2023-07-14,07:15,2023-07-14,07:15,OT,Flight On Time,LH,437,359,,
ORD,2023-07-13,21:10,,21:10,OT,Flight On Time,MUC,2023-07-14,13:05,2023-07-14,13:05,OT,Flight On Time,LH,435,346,,
FRA,2023-07-13,10:30,,11:58,DP,Flight Departed,LAX,2023-07-13,13:00,2023-07-13,14:02,DL,Flight Delayed,LH,456,74H,,
FRA,2023-07-13,13:45,,13:58,DP,Flight Departed,LAX,2023-07-13,16:55,2023-07-13,16:59,OT,Flight On Time,LH,450,343,,
LAX,2023-07-13,15:00,,,DL,Flight Delayed,FRA,2023-07-14,10:40,2023-07-14,11:10,DL,Flight Delayed,LH,457,74H,,
LAX,2023-07-13,18:40,,18:40,OT,Flight On Time,FRA,2023-07-14,14:50,2023-07-14,14:50,OT,Flight On Time,LH,451,343,,
SFO,2023-07-12,21:10,,00:15,DP,Flight Departed,MUC,2023-07-13,17:05,2023-07-13,19:55,DL,Flight Delayed,LH,459,359,,
SFO,2023-07-13,21:10,,21:10,OT,Flight On Time,MUC,2023-07-14,17:05,2023-07-14,17:05,OT,Flight On Time,LH,459,359,,
YYZ,2023-07-12,18:20,,,DL,Flight Delayed,FRA,2023-07-13,07:50,2023-07-14,05:55,DL,Flight Delayed,LH,471,744,,
YYZ,2023-07-13,18:20,,,DL,Flight Delayed,FRA,2023-07-14,07:50,2023-07-14,08:15,DL,Flight Delayed,LH,471,744,,
LHR,2023-07-13,06:30,,06:50,DP,Flight Departed,FRA,2023-07-13,09:05,2023-07-13,09:06,LD,Flight Landed,LH,921,32N,,
LHR,2023-07-13,07:30,,07:39,DP,Flight Departed,FRA,2023-07-13,10:05,2023-07-13,09:57,LD,Flight Landed,LH,923,32N,,
LHR,2023-07-13,08:30,,08:33,DP,Flight Departed,FRA,2023-07-13,11:05,2023-07-13,10:57,LD,Flight Landed,LH,925,32N,,
LHR,2023-07-13,09:30,,09:32,DP,Flight Departed,FRA,2023-07-13,12:05,2023-07-13,11:59,LD,Flight Landed,LH,901,32N,,
LHR,2023-07-13,10:30,,10:33,DP,Flight Departed,FRA,2023-07-13,13:05,2023-07-13,13:07,LD,Flight Landed,LH,903,32N,,
LHR,2023-07-13,11:30,,12:10,DP,Flight Departed,FRA,2023-07-13,14:05,2023-07-13,14:36,LD,Flight Landed,LH,905,32N,,
LHR,2023-07-13,13:30,,13:44,DP,Flight Departed,FRA,2023-07-13,16:05,2023-07-13,16:04,LD,Flight Landed,LH,907,32N,,
LHR,2023-07-13,16:30,,17:16,DP,Flight Departed,FRA,2023-07-13,19:05,2023-07-13,19:33,DL,Flight Delayed,LH,911,32N,,
LHR,2023-07-13,17:30,,,DL,Flight Delayed,FRA,2023-07-13,20:05,2023-07-13,20:07,OT,Flight On Time,LH,915,32N,,
LHR,2023-07-13,18:30,,18:30,OT,Flight On Time,FRA,2023-07-13,21:05,2023-07-13,21:05,OT,Flight On Time,LH,917,32N,,
LHR,2023-07-13,19:30,,19:30,OT,Flight On Time,FRA,2023-07-13,22:05,2023-07-13,22:05,OT,Flight On Time,LH,919,32N,,
CDG,2023-07-13,06:00,,06:06,DP,Flight Departed,FRA,2023-07-13,07:15,2023-07-13,07:23,LD,Flight Landed,LH,1053,320,,
CDG,2023-07-13,07:40,,07:48,DP,Flight Departed,FRA,2023-07-13,08:55,2023-07-13,08:58,LD,Flight Landed,LH,1051,32M,,
CDG,2023-07-13,09:35,,09:37,DP,Flight Departed,FRA,2023-07-13,10:50,2023-07-13,10:56,LD,Flight Landed,LH,1027,32A,,
CDG,2023-07-13,11:35,,11:50,DP,Flight Departed,FRA,2023-07-13,12:50,2023-07-13,13:06,LD,Flight Landed,LH,1031,32Q,,
CDG,2023-07-13,14:20,,14:42,DP,Flight Departed,FRA,2023-07-13,15:35,2023-07-13,15:43,LD,Flight Landed,LH,1035,32A,,
CDG,2023-07-13,18:15,,18:27,DP,Flight Departed,FRA,2023-07-13,19:30,2023-07-13,19:33,OT,Flight On Time,LH,1041,320,,
CDG,2023-07-13,19:35,,19:35,OT,Flight On Time,FRA,2023-07-13,20:50,2023-07-13,20:50,OT,Flight On Time,LH,1047,321,,
WDH,2023-07-13,19:00,,19:00,OT,Flight On Time,FRA,2023-07-14,05:35,2023-07-14,05:35,OT,Flight On Time,4Y,143,33Y,,
WDH,2023-07-13,19:55,,19:55,OT,Flight On Time,FRA,2023-07-14,06:30,2023-07-14,06:30,OT,Flight On Time,4Y,133,33Y,,
FRA,2023-07-13,10:15,,10:50,DP,Flight Departed,CAI,2023-07-13,15:20,2023-07-13,15:39,LD,Flight Landed,LH,582,32Q,,
FRA,2023-07-13,22:00,,22:00,OT,Flight On Time,CAI,2023-07-14,03:05,2023-07-14,03:05,OT,Flight On Time,LH,584,32Q,,
CAI,2023-07-13,05:25,,05:29,DP,Flight Departed,FRA,2023-07-13,08:55,2023-07-13,08:39,LD,Flight Landed,LH,585,32Q,,
CAI,2023-07-13,16:20,,17:26,DP,Flight Departed,FRA,2023-07-13,19:50,2023-07-13,20:41,DL,Flight Delayed,LH,583,32Q,,
NBO,2023-07-12,23:15,,00:19,DP,Flight Departed,FRA,2023-07-13,07:30,2023-07-13,07:54,LD,Flight Landed,LH,591,333,,
NBO,2023-07-13,23:15,,23:15,OT,Flight On Time,FRA,2023-07-14,07:30,2023-07-14,07:30,OT,Flight On Time,LH,591,333,,
